epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
93,4576.43,0.39942,0.66402,0.12345,0.39196,1.00017,0.97063,0.97425,0.98751,0.9688,0.96493,0.96731,0.97963,0.90231,0.23963,0.52207,0.0905,0.20409,0.6591,0.00090619,0.000302063,0.00090619,0.000302063,0.00090619,0.000302063,0.00090619,0.000302063
94,4620.79,0.40629,0.66386,0.12213,0.39127,1.00299,0.9781,0.96826,0.98723,0.96836,0.97459,0.96487,0.98246,0.90444,0.24365,0.52254,0.09111,0.20571,0.65819,0.000890963,0.000296988,0.000890963,0.000296988,0.000890963,0.000296988,0.000890963,0.000296988
95,4665.33,0.39527,0.65616,0.12233,0.37785,0.99838,0.97221,0.9771,0.98632,0.96921,0.96577,0.97078,0.97629,0.90732,0.23453,0.50756,0.0909,0.20133,0.65409,0.000875737,0.000291912,0.000875737,0.000291912,0.000875737,0.000291912,0.000875737,0.000291912
96,4709.58,0.39787,0.65231,0.12043,0.38497,0.99813,0.97184,0.98422,0.9886,0.97025,0.97686,0.96876,0.97993,0.91166,0.24052,0.49744,0.08768,0.19727,0.65754,0.000860511,0.000286837,0.000860511,0.000286837,0.000860511,0.000286837,0.000860511,0.000286837
97,4753.88,0.39387,0.6522,0.12073,0.38085,0.99685,0.9855,0.97729,0.98819,0.9692,0.97978,0.97177,0.97956,0.91178,0.23847,0.50448,0.08742,0.19056,0.65669,0.000845285,0.000281762,0.000845285,0.000281762,0.000845285,0.000281762,0.000845285,0.000281762
98,4797.59,0.39891,0.68448,0.12397,0.38705,1.00449,0.98138,0.97993,0.98934,0.96997,0.97649,0.97503,0.98106,0.90768,0.24447,0.49926,0.08783,0.19151,0.65862,0.000830059,0.000276686,0.000830059,0.000276686,0.000830059,0.000276686,0.000830059,0.000276686
99,4841.5,0.39119,0.66233,0.11888,0.38201,0.99963,0.97343,0.98082,0.98796,0.96929,0.96878,0.97478,0.98038,0.91179,0.23844,0.49572,0.08762,0.19722,0.6583,0.000814832,0.000271611,0.000814832,0.000271611,0.000814832,0.000271611,0.000814832,0.000271611
100,4885.17,0.38409,0.65,0.11973,0.37262,0.99056,0.9743,0.98204,0.98865,0.96979,0.96884,0.97642,0.98304,0.91337,0.24422,0.50512,0.0889,0.19814,0.66218,0.000799606,0.000266535,0.000799606,0.000266535,0.000799606,0.000266535,0.000799606,0.000266535
101,4928.95,0.39699,0.66417,0.12078,0.38115,1.00357,0.97094,0.9841,0.98795,0.96956,0.96577,0.97789,0.98043,0.91253,0.24968,0.49552,0.08829,0.19892,0.66556,0.00078438,0.00026146,0.00078438,0.00026146,0.00078438,0.00026146,0.00078438,0.00026146
102,4972.85,0.39429,0.64134,0.12128,0.37258,1.00145,0.98176,0.97694,0.98832,0.96834,0.97746,0.97273,0.98203,0.90678,0.24653,0.49177,0.08776,0.19634,0.66286,0.000769154,0.000256385,0.000769154,0.000256385,0.000769154,0.000256385,0.000769154,0.000256385
103,5016.44,0.39018,0.62489,0.11879,0.37877,0.99398,0.97546,0.983,0.98937,0.97166,0.97093,0.9779,0.98372,0.91169,0.25316,0.48827,0.086,0.19808,0.66417,0.000753928,0.000251309,0.000753928,0.000251309,0.000753928,0.000251309,0.000753928,0.000251309
104,5060.08,0.39169,0.63521,0.11871,0.37182,0.99705,0.98073,0.96598,0.98712,0.96736,0.97712,0.96249,0.98195,0.9091,0.25345,0.48203,0.08748,0.19867,0.66209,0.000738701,0.000246234,0.000738701,0.000246234,0.000738701,0.000246234,0.000738701,0.000246234
105,5103.87,0.38583,0.61323,0.11838,0.36701,0.99524,0.97098,0.98068,0.98803,0.97081,0.97944,0.96095,0.98089,0.91322,0.23852,0.48038,0.08623,0.19593,0.65419,0.000723475,0.000241158,0.000723475,0.000241158,0.000723475,0.000241158,0.000723475,0.000241158
106,5147.5,0.38317,0.61724,0.11943,0.3663,0.9937,0.98262,0.97193,0.98889,0.97149,0.9769,0.96628,0.98191,0.91202,0.23316,0.48348,0.08641,0.1921,0.65368,0.000708249,0.000236083,0.000708249,0.000236083,0.000708249,0.000236083,0.000708249,0.000236083
107,5191.04,0.38861,0.60477,0.11669,0.37959,0.99548,0.98176,0.97557,0.98939,0.96915,0.97823,0.97207,0.98456,0.91488,0.24494,0.47724,0.08533,0.19363,0.66173,0.000693023,0.000231008,0.000693023,0.000231008,0.000693023,0.000231008,0.000693023,0.000231008
108,5234.57,0.38083,0.62669,0.11695,0.37411,0.99629,0.98431,0.98205,0.99045,0.97197,0.98005,0.97784,0.98558,0.91697,0.24517,0.47681,0.08611,0.19156,0.65522,0.000677797,0.000225932,0.000677797,0.000225932,0.000677797,0.000225932,0.000677797,0.000225932
109,5277.5,0.38254,0.58686,0.11793,0.36172,0.98888,0.97043,0.98898,0.98939,0.9683,0.96639,0.98478,0.98432,0.91289,0.25302,0.46681,0.08926,0.19749,0.65935,0.00066257,0.000220857,0.00066257,0.000220857,0.00066257,0.000220857,0.00066257,0.000220857
110,5320.58,0.38963,0.6072,0.11809,0.37431,0.99743,0.98064,0.9828,0.98911,0.9683,0.97892,0.97675,0.98351,0.91237,0.24932,0.46962,0.08635,0.19278,0.65741,0.000647344,0.000215781,0.000647344,0.000215781,0.000647344,0.000215781,0.000647344,0.000215781
111,5364.34,0.37713,0.61552,0.11682,0.36276,0.99643,0.98236,0.98056,0.98995,0.96922,0.97879,0.97705,0.98485,0.91617,0.25335,0.46659,0.08598,0.18813,0.65688,0.000632118,0.000210706,0.000632118,0.000210706,0.000632118,0.000210706,0.000632118,0.000210706
112,5408.03,0.37846,0.63949,0.11755,0.35513,0.98968,0.97874,0.97882,0.98986,0.96816,0.97461,0.97465,0.98486,0.91481,0.2544,0.46816,0.08579,0.19135,0.65953,0.000616892,0.000205631,0.000616892,0.000205631,0.000616892,0.000205631,0.000616892,0.000205631
113,5451.78,0.37201,0.58453,0.1173,0.35188,0.9858,0.97938,0.98408,0.98979,0.96797,0.97521,0.97988,0.98446,0.91513,0.25194,0.46568,0.08468,0.1947,0.66374,0.000601666,0.000200555,0.000601666,0.000200555,0.000601666,0.000200555,0.000601666,0.000200555
114,5494.37,0.37327,0.58626,0.11559,0.35303,0.98494,0.97904,0.983,0.98998,0.97085,0.97583,0.97897,0.9853,0.91887,0.24402,0.46219,0.08438,0.18778,0.6579,0.000586439,0.00019548,0.000586439,0.00019548,0.000586439,0.00019548,0.000586439,0.00019548
115,5537.77,0.38268,0.59672,0.11822,0.37237,0.99289,0.97339,0.98324,0.98927,0.97128,0.97346,0.9767,0.98457,0.91737,0.23866,0.46825,0.08508,0.18811,0.65264,0.000571213,0.000190404,0.000571213,0.000190404,0.000571213,0.000190404,0.000571213,0.000190404
116,5581.47,0.36894,0.57264,0.11486,0.34713,0.98371,0.97332,0.98545,0.98974,0.9731,0.97014,0.98094,0.98505,0.91658,0.23653,0.46384,0.08479,0.18581,0.65133,0.000555987,0.000185329,0.000555987,0.000185329,0.000555987,0.000185329,0.000555987,0.000185329
117,5625.19,0.37618,0.61239,0.11681,0.36205,0.9908,0.97395,0.98459,0.98986,0.96988,0.97048,0.98055,0.98501,0.91835,0.24233,0.46225,0.08444,0.18906,0.65928,0.000540761,0.000180254,0.000540761,0.000180254,0.000540761,0.000180254,0.000540761,0.000180254
118,5669.08,0.37092,0.6056,0.11783,0.34727,0.98516,0.97251,0.98754,0.98885,0.96985,0.96885,0.9835,0.98358,0.9168,0.24501,0.46915,0.0852,0.19743,0.66143,0.000525535,0.000175178,0.000525535,0.000175178,0.000525535,0.000175178,0.000525535,0.000175178
119,5713.06,0.37473,0.57975,0.11495,0.35629,0.98858,0.97255,0.98391,0.9884,0.96831,0.9698,0.97963,0.98303,0.91712,0.23848,0.47148,0.08364,0.1959,0.65434,0.000510308,0.000170103,0.000510308,0.000170103,0.000510308,0.000170103,0.000510308,0.000170103
120,5757.11,0.37026,0.57066,0.11381,0.34539,0.98499,0.98307,0.96362,0.98854,0.96741,0.97947,0.96013,0.98415,0.91819,0.24116,0.46163,0.08402,0.19917,0.65921,0.000495082,0.000165027,0.000495082,0.000165027,0.000495082,0.000165027,0.000495082,0.000165027
121,5801.37,0.37499,0.59115,0.11414,0.35569,0.98806,0.96901,0.98241,0.9894,0.96898,0.96499,0.97821,0.98511,0.91741,0.2338,0.4631,0.08426,0.19446,0.6568,0.000479856,0.000159952,0.000479856,0.000159952,0.000479856,0.000159952,0.000479856,0.000159952
122,5845.62,0.37065,0.58707,0.11567,0.34728,0.98853,0.97469,0.9877,0.98905,0.96978,0.97062,0.9835,0.98423,0.91775,0.23213,0.46496,0.08394,0.18805,0.65831,0.00046463,0.000154877,0.00046463,0.000154877,0.00046463,0.000154877,0.00046463,0.000154877
123,5889.68,0.37193,0.60069,0.1169,0.34109,0.98554,0.9771,0.97652,0.9889,0.97077,0.97378,0.97251,0.98361,0.91695,0.23892,0.4673,0.0842,0.19088,0.65411,0.000449404,0.000149801,0.000449404,0.000149801,0.000449404,0.000149801,0.000449404,0.000149801
124,5932.77,0.37131,0.59541,0.11506,0.35424,0.9892,0.98225,0.96739,0.98908,0.9702,0.97867,0.9639,0.98375,0.91801,0.23235,0.46329,0.08502,0.19515,0.65004,0.000434177,0.000144726,0.000434177,0.000144726,0.000434177,0.000144726,0.000434177,0.000144726
125,5975.75,0.37542,0.56964,0.11457,0.3484,0.99147,0.9837,0.96718,0.9882,0.97038,0.98015,0.96367,0.98254,0.91707,0.23273,0.45847,0.0836,0.19624,0.6517,0.000418951,0.00013965,0.000418951,0.00013965,0.000418951,0.00013965,0.000418951,0.00013965
126,6018.88,0.37286,0.58051,0.11522,0.35326,0.98691,0.97415,0.97868,0.98843,0.97068,0.97007,0.97447,0.98293,0.91782,0.23183,0.45753,0.08465,0.19653,0.65338,0.000403725,0.000134575,0.000403725,0.000134575,0.000403725,0.000134575,0.000403725,0.000134575
127,6061.64,0.37843,0.57904,0.11461,0.35257,0.99153,0.97242,0.97891,0.98858,0.9704,0.9755,0.96848,0.98322,0.9163,0.2359,0.45913,0.08427,0.19504,0.65458,0.000388499,0.0001295,0.000388499,0.0001295,0.000388499,0.0001295,0.000388499,0.0001295
128,6104.16,0.36254,0.54615,0.1138,0.34346,0.9851,0.97165,0.98733,0.98898,0.96939,0.96688,0.98244,0.98285,0.91696,0.23212,0.45761,0.08428,0.18786,0.65397,0.000373273,0.000124424,0.000373273,0.000124424,0.000373273,0.000124424,0.000373273,0.000124424
129,6146.62,0.36054,0.53839,0.11312,0.33738,0.97964,0.9711,0.98509,0.98922,0.96989,0.96697,0.98091,0.9837,0.91954,0.23447,0.4589,0.0835,0.19273,0.65147,0.000358046,0.000119349,0.000358046,0.000119349,0.000358046,0.000119349,0.000358046,0.000119349
130,6189.18,0.36498,0.56379,0.11434,0.34153,0.98145,0.9665,0.98778,0.98913,0.96994,0.9618,0.98294,0.98357,0.91768,0.23565,0.45852,0.08356,0.19399,0.65284,0.00034282,0.000114273,0.00034282,0.000114273,0.00034282,0.000114273,0.00034282,0.000114273
131,6244.13,0.35592,0.57034,0.11356,0.32934,0.97972,0.96651,0.98718,0.98958,0.97045,0.96183,0.98228,0.98441,0.91918,0.23581,0.46015,0.08396,0.19334,0.65428,0.000327594,0.000109198,0.000327594,0.000109198,0.000327594,0.000109198,0.000327594,0.000109198
132,8192.66,0.36387,0.55907,0.11308,0.3378,0.97985,0.96733,0.98661,0.98989,0.97055,0.96192,0.98111,0.98414,0.92126,0.23172,0.45919,0.08337,0.18849,0.65197,0.000312368,0.000104123,0.000312368,0.000104123,0.000312368,0.000104123,0.000312368,0.000104123
133,8247.52,0.36036,0.54444,0.11322,0.33247,0.98185,0.97002,0.98709,0.9894,0.97259,0.96599,0.98289,0.98497,0.91998,0.23149,0.45564,0.08346,0.18727,0.65554,0.000297142,9.90472e-05,0.000297142,9.90472e-05,0.000297142,9.90472e-05,0.000297142,9.90472e-05
134,8303.71,0.36199,0.55611,0.11314,0.33773,0.98282,0.97305,0.9864,0.98955,0.97258,0.96898,0.9822,0.98533,0.92075,0.22722,0.45789,0.08281,0.18849,0.6539,0.000281915,9.39718e-05,0.000281915,9.39718e-05,0.000281915,9.39718e-05,0.000281915,9.39718e-05
135,8360.32,0.36273,0.54634,0.11076,0.34084,0.98699,0.96888,0.98541,0.98882,0.97238,0.96485,0.98121,0.98411,0.91859,0.22845,0.45641,0.0831,0.19309,0.65466,0.000266689,8.88964e-05,0.000266689,8.88964e-05,0.000266689,8.88964e-05,0.000266689,8.88964e-05
136,8416.73,0.36079,0.57267,0.11117,0.34478,0.98089,0.97003,0.97877,0.98838,0.97282,0.966,0.97464,0.98354,0.91986,0.22308,0.45657,0.08378,0.19321,0.65015,0.000251463,8.3821e-05,0.000251463,8.3821e-05,0.000251463,8.3821e-05,0.000251463,8.3821e-05
137,8473.37,0.35467,0.50775,0.11231,0.33607,0.97865,0.96616,0.98561,0.98857,0.97217,0.96117,0.98086,0.98319,0.91925,0.22492,0.45331,0.08331,0.18939,0.65084,0.000236237,7.87456e-05,0.000236237,7.87456e-05,0.000236237,7.87456e-05,0.000236237,7.87456e-05
138,8529.99,0.35932,0.53699,0.11322,0.32834,0.98153,0.96841,0.9845,0.98863,0.97292,0.96439,0.98029,0.98362,0.91964,0.22289,0.45469,0.08339,0.19064,0.65025,0.000221011,7.36702e-05,0.000221011,7.36702e-05,0.000221011,7.36702e-05,0.000221011,7.36702e-05
139,8586.44,0.35508,0.4976,0.11152,0.32987,0.97551,0.96663,0.98672,0.98842,0.97065,0.96265,0.98251,0.9832,0.91966,0.22856,0.45003,0.08444,0.19483,0.65434,0.000205784,6.85948e-05,0.000205784,6.85948e-05,0.000205784,6.85948e-05,0.000205784,6.85948e-05
140,8642.75,0.35423,0.54554,0.11272,0.32719,0.97487,0.975,0.98476,0.98945,0.9725,0.97108,0.98038,0.98476,0.92135,0.22574,0.45011,0.08463,0.1887,0.65446,0.000190558,6.35194e-05,0.000190558,6.35194e-05,0.000190558,6.35194e-05,0.000190558,6.35194e-05
141,8699.58,0.22407,0.23264,0.08415,0.16147,0.87853,0.95935,0.98778,0.98866,0.97144,0.9554,0.98358,0.98335,0.915,0.23131,0.46211,0.08013,0.19337,0.65843,0.000175332,5.8444e-05,0.000175332,5.8444e-05,0.000175332,5.8444e-05,0.000175332,5.8444e-05
142,8755.63,0.2127,0.22795,0.08373,0.1491,0.87093,0.96181,0.98867,0.98855,0.97128,0.95785,0.98446,0.98359,0.91599,0.22769,0.46292,0.07917,0.18706,0.65498,0.000160106,5.33686e-05,0.000160106,5.33686e-05,0.000160106,5.33686e-05,0.000160106,5.33686e-05
143,8811.89,0.21102,0.22729,0.08178,0.14828,0.87037,0.9642,0.98686,0.98892,0.97227,0.96022,0.98266,0.9843,0.91539,0.22707,0.46207,0.07852,0.18593,0.65255,0.00014488,4.82932e-05,0.00014488,4.82932e-05,0.00014488,4.82932e-05,0.00014488,4.82932e-05
144,8868.17,0.20715,0.22095,0.08135,0.14537,0.86724,0.96451,0.98694,0.98937,0.97196,0.96048,0.98274,0.98483,0.91786,0.22873,0.45982,0.07776,0.18321,0.65181,0.000129653,4.32178e-05,0.000129653,4.32178e-05,0.000129653,4.32178e-05,0.000129653,4.32178e-05
145,8924.47,0.20722,0.21629,0.08057,0.1442,0.87103,0.96389,0.98686,0.98972,0.97309,0.95986,0.98266,0.98494,0.91726,0.22675,0.46164,0.07817,0.18144,0.65111,0.000114427,3.81424e-05,0.000114427,3.81424e-05,0.000114427,3.81424e-05,0.000114427,3.81424e-05
146,8980.23,0.20388,0.21344,0.08241,0.14179,0.86666,0.96594,0.98537,0.98997,0.97298,0.96118,0.9805,0.98478,0.92079,0.22409,0.45753,0.0771,0.18213,0.64925,9.9201e-05,3.3067e-05,9.9201e-05,3.3067e-05,9.9201e-05,3.3067e-05,9.9201e-05,3.3067e-05
147,9035.88,0.20496,0.2107,0.08027,0.14037,0.86415,0.96624,0.98557,0.98974,0.97322,0.95954,0.98267,0.98458,0.92132,0.22817,0.45689,0.07712,0.18364,0.6498,8.39748e-05,2.79916e-05,8.39748e-05,2.79916e-05,8.39748e-05,2.79916e-05,8.39748e-05,2.79916e-05
148,10090.2,0.20285,0.21494,0.08106,0.14059,0.86771,0.9644,0.98744,0.98981,0.97356,0.9597,0.98258,0.9846,0.92106,0.22674,0.45573,0.07713,0.18255,0.65095,6.87486e-05,2.29162e-05,6.87486e-05,2.29162e-05,6.87486e-05,2.29162e-05,6.87486e-05,2.29162e-05
149,10132.3,0.20262,0.20794,0.08048,0.13976,0.86758,0.96347,0.9892,0.9898,0.97406,0.95879,0.98439,0.9846,0.92319,0.22448,0.45445,0.07674,0.1812,0.6493,5.35224e-05,1.78408e-05,5.35224e-05,1.78408e-05,5.35224e-05,1.78408e-05,5.35224e-05,1.78408e-05
150,10175.2,0.19838,0.216,0.08066,0.14104,0.85927,0.96338,0.98831,0.98974,0.97387,0.95932,0.98413,0.98533,0.92423,0.22165,0.45087,0.07639,0.17982,0.64671,3.82962e-05,1.27654e-05,3.82962e-05,1.27654e-05,3.82962e-05,1.27654e-05,3.82962e-05,1.27654e-05
